Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0
ERR1674588_2										2.7475866228982855	0.35215933427720664	0.34261747297013656	0.01781978094362752	0.01058049493527884	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674589_1										9.999745500571326	17.61461701448771	30.804069480151213	8.838416571958959	14.291953895348684	2.466231562522409	6.201231797172788																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674589_2										9.084158779360772	16.129767127498596	30.964777872055777	8.987834450068013	15.455330813279502	2.990040207708634	1.8365238642563102																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674590_1										4.392257083287485	0.5772267550729755	0.43093421952548877	0.15845835682482648	0.22331086562658578	0.0	1.133932328108767																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674590_2										4.489177056388426	0.5257891933269546	0.4908906060721044	0.06492451546919506	0.026561710602212	0.09833012086445612	0.232778742357454																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674591_1										3.594923474965067	0.34701864144236405	0.2436465474156914	0.048589734866220834	0.12429957740551106	0.0	0.48552358147092967																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674591_2										3.601496295632457	0.3882799720363984	0.3000991447312223	0.029547801664609304	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674592_1										2.006928534343192	0.13980151846045938	0.10872909065159218	0.047030407839276915	0.11221651270484136	0.0	0.37704669884813635																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674592_2										2.1777454200188693	0.1668671543513955	0.09765014796427818	0.006411363613674074	0.014584090857478388	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674593_1										8.62276363345737	14.708422144001624	28.355298556598125	7.606573993910624	14.050660681574008	2.8415428444562636	10.771601318975968																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674593_2										8.346687892953232	13.995930203760249	29.1180048714528	8.22357920192545	15.014149745384408	3.685499510303926	2.6184249480827466																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674594_1										4.537905662584939	0.5175007479119839	0.4750678619183147	0.17131080531131185	0.19161378292753933	0.0	1.2703896902149145																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674594_2										4.555973266334125	0.51231560978049	0.4991949487076659	0.0855095233908296	0.05394298074133511	0.0	0.6825974601964823																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674595_1										3.5854663782208243	0.36460754883680646	0.27228942705354503	0.04438794776776657	0.06647818598035989	0.09854888772548422	0.4907461620120456																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674595_2										3.603973047463907	0.3815270297707296	0.319042064448343	0.03128691904384958	0.0	0.0	0.122352591188772																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674596_1										2.026701211403028	0.13228101283068447	0.12703740586651885	0.05633833486169476	0.18790316759252118	0.0	1.3269102386189453																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR1674596_2										2.1954023469844044	0.16217499163151236	0.0987509174028962	0.006684278068773248	0.019522494778707492	0.13114393468464397	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225719_1										3.7321561346530294	0.49533674002131484	0.5184303845077992	0.07452838730147755	0.0980620138144652	0.1926364007358174	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225719_2										3.6329557025524997	0.49054625919541134	0.5236178027258728	0.07242795944259323	0.36119876699067177	0.1836263640437162	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225720_1										3.4431449502539855	0.4381353258577949	0.4306506125242409	0.13386092286772042	0.18058484393066757	0.23388626053957176	0.3422371668979723																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225720_2										3.3991212641573463	0.43306464086986673	0.4370001969179104	0.1560752939326361	0.21350649536643473	0.17466556925477952	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225721_1										3.859824549714508	0.47257161880712734	0.508811987527527	0.16176245026771277	0.273631652835339	0.6658821584490884	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225721_2										3.8127504961939738	0.45261132496382345	0.46707188305270186	0.14993120286648293	0.14604632896652003	0.1466072465884398	1.1103883694070453																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225722_1										3.3905561411343967	0.3711125965335065	0.3820328857824594	0.09709634141774112	0.29003655301871933	0.14127080305374048	0.8825349689222695																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225722_2										3.4580107870880443	0.3677975077075234	0.3539297775334309	0.11691673454437648	0.13426229787801872	0.10714854939935896	0.4145046959787994																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225723_1										2.8661789927743824	0.28337404672224936	0.31121616369361976	0.15641549453516607	0.24990941213702927	0.13146593308192217	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225723_2										2.8503417879539916	0.30272579920617365	0.29254052181306534	0.07475699475553725	0.1957851965863129	0.320671354329497	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225724_1										3.9704113761763615	0.42514074687955894	0.4090562507475484	0.15396528105721857	0.3133205186811282	0.0	1.3676819499697168																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225724_2										3.9260857457325007	0.4019443015889372	0.3900428953088375	0.11941075884956186	0.45555772024450214	0.1452667375661417	2.0080899660828284																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225725_1										3.1614982159276384	0.34701286155610905	0.3935930712927573	0.18410391101186663	0.4626196653271664	0.39187202561250245	1.1039048843197121																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225725_2										2.987917446045555	0.314838539050607	0.3297867495897018	0.2013945299985729	0.7693887725408817	0.6401619681590415	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225726_1										5.291345476857113	1.3007991884859278	2.0228097205717415	0.6345445217473713	1.1778104407673435	0.17998204433094567	0.6218858983915662																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225726_2										5.344560274104031	1.2397808572045004	1.8899755777024252	0.6904176471610153	1.3370022308198006	0.2695014318040099	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225727_1										3.536700181983201	0.4727301959805888	0.4867203984668164	0.18107052176828992	0.4562702204167765	0.4818204100936253	1.0828095757284635																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225727_2										3.5138686746711687	0.4748744520402786	0.5011077766196683	0.12525471913088537	0.41351648712912314	0.7071545031317163	0.21783687226471327																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225728_1										3.554122463333297	0.43615669008433267	0.5337126506302317	0.17976460711395303	0.08848486119270993	0.19290651190131117	0.6881065667281202																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225728_2										3.425560464009673	0.4577377551248284	0.5596554086994112	0.1971174819909158	0.2320258489673569	0.2240787502459074	0.47882741481681623																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225729_1										3.053643166947532	0.3032726647219813	0.3469409854688466	0.15172388961838834	0.39954023615211676	0.0	0.7403000905802579																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225729_2										3.045374879369496	0.3130771718484459	0.31910609812606483	0.07818045668833423	0.10399513396042424	0.1575949226217491	0.4249768613058332																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225730_1										3.0104499242461626	0.3487716974917483	0.40758922199836845	0.16753912743845903	0.27881662847444744	0.27397847625549143	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR225730_2										3.0053314397499094	0.30534168194658645	0.33661119643529497	0.13878306876599436	0.12967119473107763	0.2053920213630122	0.7994227713418715																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337915_1										1.8625600636353383	0.1919381367149279	0.11572316389601867	0.0	0.10210759935843916	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337915_2										1.847227008550368	0.1866592528501855	0.12067221779470043	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337928_1										4.551697502113523	0.9156967553381001	0.42366338973906226	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337928_2										4.413324930831931	0.8168387875368862	0.3986193257840864	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337940_1										1.7929233217555574	0.14551532105745876	0.05196505563951334	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337940_2										1.7063534551485051	0.15328550499496008	0.04575602874794791	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337952_1										2.000560404254454	0.11783333043037161	0.03766541860084913	0.0	0.020939653793051762	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337952_2										1.9213930130028274	0.11321051743534885	0.033818964066592065	0.004658994509825949	0.01564421814532014	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337964_1										2.141223321042093	0.1339078531952707	0.039527450967894555	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337964_2										1.9852145245049837	0.12053075258548343	0.038563223853488156	0.008347627238641032	0.0	0.14840336358101852	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337976_1										10.699565056856297	2.974680781074927	2.6536131276573496	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR337976_2										10.455750475559347	2.765511009740185	2.598158316998526	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR570498_1										3.927904640158289	0.6033433845458164	0.8991781209475	0.09211658451588235	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR570498_2										2.937127613330301	0.5106804141632723	0.5545734920176038	0.023096881621284322	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR570522_1										3.9047179675019543	0.6013870404827871	0.9007797567261938	0.06446604435915462	0.02908734067409258	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR570522_2										3.0687724288827773	0.47751941673527776	0.5724466716417769	0.021523368344065326	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR572959_1										2.5588386405557917	0.32363424456005724	0.45168885389030233	0.02390138756707015	0.04522489980451492	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR572959_2										2.1866887649589466	0.2833294041021306	0.18971049609243026	0.01515791503385077	0.0	0.15975713198907324	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR572983_1										2.6459847003177734	0.4860432765798643	0.714754020262139	0.06663714167886368	0.09563439484578738	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR572983_2										2.2525284276222557	0.36914225913375215	0.29785583155421796	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573001_1										3.2856887420589134	0.4950427194415904	0.609666559056779	0.04885443629934776	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573001_2										2.8170353394331453	0.4112798497113112	0.3268880833166218	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573016_1										3.464846456846202	0.4056465633372236	0.39205568938222235	0.040175893374450725	0.15071816559642703	0.2879662794783881	0.29824451459094803																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573016_2										3.0116238579807613	0.2932487865889755	0.16207424039278456	0.05001480193634588	0.258010242716257	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573025_1										3.2205123131818483	0.522365512194886	0.6142776161706016	0.025772887310873037	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573025_2										2.7353379501721165	0.4083044946722116	0.25902061672077514	0.0	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573040_1										3.3785738245187	0.39270512115696976	0.37403261106683167	0.02566877516467764	0.20505515792472367	0.17752760938605214	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR573040_2										2.9533454778602173	0.2986387102663573	0.1836473314065552	0.018248177457653985	0.3124376401792246	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578141_1										3.2993766092861962	0.47302159647988107	0.763630910422406	0.10479368691977689	0.33989288034100035	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578141_2										2.8524346042339936	0.4903940385374518	0.38992922716516637	0.056263802509514384	0.0626637712102101	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578154_1										3.7094646394098145	0.4640036807012605	0.5376881998971931	0.03883329825419628	0.09068157112764634	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578154_2										3.149401879738333	0.38560487733131255	0.274625790212297	0.01295480559006153	0.0	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578165_1										3.1704204130013265	0.48948371281317404	0.7288789125388874	0.11560193779156505	0.16403375387906372	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578165_2										2.7328263449294923	0.4967629682226158	0.4198140037462288	0.050963703402887535	0.16152747431825373	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578178_1										3.561590232372716	0.4425437661897241	0.49527685411862327	0.018001065916855127	0.11029510245341662	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ERR578178_2										2.9711579417752696	0.3908454007348544	0.2769790633814785	0.02604559131164477	0.0765495079824241	0.0	0.0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
