Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
ERR022872_1	97.0	56.0	12.0	6.0	3.0	5.5	7.5	7.0	7.0	9.5	11.5	12.5	14.0	23.0	41.0	93.0	180.5	225.5	342.5	724.5	1610.5	2232.5	3174.5	5199.0	8025.5	9772.5	11806.0	17239.5	25965.0	31294.5	37532.5	51010.0	66336.0	74413.5	85108.5	106199.5	125861.0	135129.5	141987.5	154801.5	167989.5	176349.0	177482.0	177319.5	177558.0	173297.0	168584.5	156889.5	137123.5	126908.5	124811.0	123553.5	114337.0	101072.5	95765.5	94076.5	92288.5	76539.5	60877.5	47936.0	29679.0	22575.0	20798.0	17457.5	12776.5	10609.0	8969.5	8152.0	7236.0	5550.5	4093.5	3408.0	2948.0	2121.5	1522.0	1289.0	1123.5	803.0	548.5	449.0	395.5	278.0	173.5	133.0	113.5	75.0	53.0	50.0	35.5	17.5	13.0	10.0	8.0	5.5	6.0	6.0	3.0	2.5	3.5	16.0	27.0
ERR022872_2	143.0	82.5	22.5	20.0	16.5	22.5	30.5	36.0	52.0	73.5	103.0	139.5	161.5	183.5	223.5	267.0	324.0	354.5	406.0	590.5	975.0	1240.5	1643.5	2707.5	4564.5	5747.0	7211.5	11167.5	18261.5	22875.0	28275.0	41138.5	57508.5	66423.5	79208.0	104445.5	127772.0	138648.0	148416.0	164502.5	176872.0	183659.0	184415.0	183903.0	183404.5	179104.5	174749.0	162133.0	140629.0	128021.5	124315.5	122799.0	112003.5	98498.5	94290.0	91312.5	79944.0	61460.5	51346.5	44435.0	33028.0	26481.5	24456.0	21324.0	16709.5	14135.0	12069.5	11092.0	10142.0	8323.0	6594.5	5734.5	5086.0	3913.5	2912.5	2436.5	2146.0	1579.0	1124.0	946.5	787.5	525.5	342.0	260.5	221.5	154.5	99.0	72.0	62.5	46.5	30.0	16.5	13.0	13.5	12.0	8.5	7.0	7.5	11.0	22.0	30.0
ERR022874_1	257.0	159.5	50.5	28.5	18.0	13.0	12.5	15.0	13.0	12.0	13.5	16.5	17.0	25.0	74.5	156.0	315.0	434.5	626.0	1270.0	2649.5	3589.5	5216.5	8992.5	14842.5	18562.0	23519.5	35346.0	51639.5	61087.5	72715.0	98378.0	129369.0	146363.5	167164.5	207899.5	247562.0	267310.5	287041.5	319657.5	347058.5	369680.0	377936.5	384830.5	391316.0	384846.5	378665.5	365319.5	331490.5	298016.5	285089.5	268719.0	237397.0	209022.5	195543.0	188795.5	179205.5	169470.0	162552.5	149360.0	129910.5	116890.0	110182.0	105199.5	94249.0	78100.5	61528.0	55044.0	46495.0	32009.5	22236.5	18427.5	15700.5	10649.0	6911.5	5511.0	4654.5	3192.0	2139.5	1699.0	1400.0	924.0	641.0	537.5	478.0	340.5	209.5	157.0	147.5	104.0	68.0	60.5	56.5	50.0	43.5	55.0	67.0	78.5	124.5	257.5	356.0
ERR022874_2	2193.0	3908.5	6060.5	6525.5	6866.0	7201.0	6156.0	4878.0	4555.5	3561.5	2462.5	1943.5	1537.5	1279.0	1105.5	1090.0	1131.5	1159.5	1266.0	1690.0	2656.5	3322.5	4514.0	7433.5	12429.0	15687.5	20319.5	32097.5	49238.0	59267.5	71892.5	100133.0	133856.0	151960.5	173382.5	214048.5	252231.0	271177.5	289542.0	318906.0	344046.5	366854.0	375596.0	382021.5	388980.0	384991.0	380360.0	366049.0	331216.5	294915.0	279166.5	261767.5	230025.5	203778.0	191896.5	186631.5	176835.0	165163.0	158023.5	146968.5	128613.5	114878.5	108451.5	102479.5	89405.0	74091.0	59757.0	53616.5	45836.0	32277.0	23280.5	20066.5	17331.5	12257.5	8541.0	7165.5	6244.5	4660.0	3452.0	2909.5	2519.5	1887.0	1444.0	1245.0	1035.0	694.5	512.5	461.0	400.0	282.0	201.0	155.5	134.0	119.5	96.5	84.0	80.0	84.0	112.0	199.0	262.0
ERR022876_1	2502.0	1448.0	287.0	149.0	118.0	98.0	70.5	55.0	47.5	50.5	54.5	59.5	63.0	72.5	171.0	371.5	799.0	1119.0	1786.5	4085.0	9054.5	12408.0	18227.5	32535.0	55160.5	69328.5	87248.0	128081.5	181572.0	212194.0	246806.0	318950.0	400429.0	444428.0	494409.5	586445.5	669464.5	710376.5	750404.0	811520.0	861585.5	902002.5	913603.5	924149.5	925334.5	894953.5	873708.5	835853.0	745475.5	660412.0	627945.0	585783.5	509100.0	443484.5	412593.5	395661.5	371632.0	347016.0	329254.0	302276.5	261773.5	233225.0	218298.0	207928.0	183226.5	149747.5	119120.0	107579.0	89370.0	59632.0	41228.5	34360.0	29117.0	19598.0	12727.5	10114.0	8601.0	6045.0	4284.0	3591.5	3051.0	2115.0	1390.5	1073.5	884.5	584.5	389.0	307.0	252.5	162.0	94.5	56.0	43.0	33.0	25.5	29.5	32.0	47.0	120.0	411.5	645.0
ERR022876_2	3075.0	2020.0	626.0	247.5	208.0	199.5	180.0	157.0	144.0	145.0	153.5	152.0	144.5	172.0	260.5	446.0	821.5	1082.0	1725.0	3819.5	8547.0	11815.0	17322.5	30675.0	52223.5	65937.0	82941.5	122392.5	174393.0	203943.5	238341.5	310545.0	390274.5	432207.0	481633.0	574094.0	657605.0	698073.0	740310.0	802326.5	850615.5	894418.5	909720.5	921081.0	926918.0	905570.5	889752.0	851671.0	760868.0	671483.5	634846.5	592268.5	512465.0	445948.0	416691.5	400836.0	375856.5	350018.5	333211.5	308654.5	268289.5	237255.5	222087.5	209193.0	183411.5	151810.5	121680.0	110305.5	92659.5	62905.0	43798.0	36740.5	31225.5	21550.5	14660.0	11940.0	10302.0	7430.0	5340.5	4497.5	3811.0	2703.5	1854.5	1440.0	1224.5	886.5	640.5	523.0	461.5	342.0	248.0	198.5	177.5	158.0	135.5	128.0	125.0	136.5	182.0	756.5	1297.0
ERR022877_1	483.0	291.0	84.0	57.0	44.5	51.0	82.0	146.0	188.0	272.0	499.0	836.5	1053.5	1478.5	2675.5	4661.0	7997.5	10223.0	14666.5	27381.5	48944.0	62398.5	90104.5	143712.0	206206.0	242905.0	288202.0	415598.5	562610.5	627693.0	696218.0	850158.5	1030153.5	1125050.5	1255825.5	1494975.0	1706983.0	1809858.5	1804523.5	1815323.5	1864340.0	1936981.5	1976848.0	1975954.5	1903335.5	1762108.5	1691461.5	1552167.5	1309614.5	1168117.5	1130527.5	1040377.0	833941.5	678175.5	639069.5	585352.5	462164.0	315464.5	237929.5	197379.5	139364.0	96940.5	72289.0	59846.5	42728.0	34199.0	28562.0	26670.0	21002.5	13340.0	8774.5	6197.5	5331.5	3781.5	2671.0	2253.0	2005.0	1495.0	1015.5	801.5	620.0	373.5	260.5	215.0	180.5	132.0	81.5	47.5	42.5	38.5	26.5	22.0	27.0	18.5	11.0	12.0	12.0	10.5	19.5	98.0	166.0
ERR022877_2	1636.0	1050.5	460.5	491.5	567.0	626.5	694.5	810.5	893.0	1033.0	1288.5	1612.0	1834.5	2234.0	3477.0	5353.5	8552.5	10769.0	14889.5	27035.0	48023.0	61039.0	87376.0	137273.5	197703.0	234544.0	278613.0	403178.0	546040.5	608493.0	676447.0	828134.5	1002535.5	1093137.5	1223589.5	1465507.5	1694258.5	1811587.0	1801380.5	1798638.0	1849950.0	1935953.5	1978135.5	1971311.0	1889824.0	1758141.0	1700815.0	1558195.0	1320827.0	1186164.0	1146606.5	1052846.5	849563.0	701822.5	663898.0	611336.0	477850.5	329103.0	260941.0	220082.5	157157.5	108566.5	82120.0	69293.5	49393.5	38231.5	31444.0	28738.5	23892.5	16984.5	12272.0	9634.0	8577.5	6680.5	5331.0	4793.0	4398.0	3523.5	2583.5	2124.0	1741.5	1178.5	853.0	719.0	626.0	489.0	352.5	271.5	259.5	215.5	169.5	150.0	145.0	149.0	155.0	147.5	137.0	154.5	226.5	1068.0	1855.0
ERR022878_1	468.0	285.5	88.0	68.0	63.5	53.5	57.5	88.0	104.0	139.5	224.0	407.0	559.0	749.0	1298.5	2222.5	4399.5	6070.0	8537.0	15018.5	29128.0	39222.0	53245.5	86182.5	148699.0	192312.0	222530.0	273267.0	344993.5	396212.0	445906.0	556045.5	684287.0	752189.5	850039.0	1026695.0	1180045.0	1254358.5	1265054.0	1301890.5	1381797.5	1435632.5	1435503.0	1379316.0	1304518.5	1237038.5	1188098.5	1089605.5	934080.5	848715.5	820560.5	762205.0	597881.5	469448.5	447160.0	415027.5	337353.0	248521.5	205019.5	173066.0	129320.0	93917.0	70358.5	58396.0	38640.5	30917.0	28693.5	26392.5	21489.0	12803.5	7074.5	5110.5	4329.5	2835.5	1700.0	1288.0	1073.0	711.5	481.5	397.0	327.0	216.5	159.5	143.0	120.5	92.5	75.5	68.0	50.0	36.5	33.5	30.0	34.0	26.5	18.5	17.0	16.0	19.5	29.0	121.0	207.0
